speed_change_pct,trips_change_pct,cbd_inside_change_pct,cbd_neighbor_in_change_pct,cbd_neighbor_out_change_pct,did_peak_estimate,did_cbd_estimate,did_weekday_weekend_estimate,did_weekday_holiday_estimate,did_cbd_daytype_estimate,speed_pvalue,cbd_pvalue,trips_pvalue,neighbor_in_pvalue,neighbor_out_pvalue,Weekday_speed_t_stat,Weekday_speed_p_val,Weekday_cbd_t_stat,Weekday_cbd_p_val,Weekday_trips_t_stat,Weekday_trips_p_val,Weekday_neighbor_in_t_stat,Weekday_neighbor_in_p_val,Weekday_neighbor_out_t_stat,Weekday_neighbor_out_p_val,Weekend_speed_t_stat,Weekend_speed_p_val,Weekend_cbd_t_stat,Weekend_cbd_p_val,Weekend_trips_t_stat,Weekend_trips_p_val,Weekend_neighbor_in_t_stat,Weekend_neighbor_in_p_val,Weekend_neighbor_out_t_stat,Weekend_neighbor_out_p_val,Holiday_speed_t_stat,Holiday_speed_p_val,Holiday_cbd_t_stat,Holiday_cbd_p_val,Holiday_trips_t_stat,Holiday_trips_p_val,Holiday_neighbor_in_t_stat,Holiday_neighbor_in_p_val,Holiday_neighbor_out_t_stat,Holiday_neighbor_out_p_val
-0.64,-3.19,1.89,1.22,-0.84,-0.0598491976452884,-0.7957580645696058,-0.11881555706021452,-0.5081011892411684,-0.010080068422268773,0.3717034367318056,0.5669628507227022,0.9226598804900346,0.2686014435128137,0.2169840392618476,1.8816972471015923,0.059894970157491303,-3.9252828426546476,8.698456182142066e-05,2.028442875726449,0.042531323766232365,-4.230004230901313,2.349651357827046e-05,0.12298451339589898,0.9021208804423421,0.23062095609316466,0.8176163365662155,-4.600168268510888,4.29924136702042e-06,3.683026239512907,0.00023229902750178746,-0.08776402011406852,0.9300668615456967,2.011810366588945,0.04427994339111979,-0.8942771600208813,0.3717034367318056,-0.5729985937743527,0.5669628507227022,-0.09714411969505105,0.9226598804900346,1.1078060538255887,0.2686014435128137,1.2365095483077062,0.2169840392618476
