pickup_hour,year,month,day,day_of_week,hour_of_day,policy_status,weekend_status,holiday,is_rain,is_snow,total_trips,avg_distance,avg_passengers,avg_duration,avg_speed,avg_tip_rate,avg_speed_out_CBD,cbd_inside_ratio,cbd_in_ratio,cbd_out_ratio,cbd_non_ratio,cbd_neighbor_inside_ratio,cbd_neighbor_in_ratio,cbd_neighbor_out_ratio,cbd_neighbor_non_ratio,total_revenue,avg_fare,yellow_ratio,green_ratio
2023-01-01 00:00:00,2023,1,1,6,0,pre-policy,weekend,True,False,False,4868,3.3324753492193917,1.6082580115036975,14.881371542043276,12.824963833396142,0.20533171212388843,13.504189724013242,0.3979046836483155,0.11729663105998357,0.19309778142974526,0.2917009038619557,0.02218570254724733,0.09593262119967132,0.11544782251437963,0.7664338537387018,131837.92,18.639967132292522,0.9876746096959738,0.012325390304026294
2023-01-01 01:00:00,2023,1,1,6,1,pre-policy,weekend,True,False,False,5081,3.1905353276913995,1.5981106081480023,14.491412451617133,12.758466453943493,0.2085068483472585,14.5254106162323,0.37236764416453455,0.11178901790986026,0.23499311159220626,0.28085022633339896,0.022436528242471953,0.09387915764613265,0.11690612084235387,0.7667781932690415,134298.7,18.03113757134422,0.9874040543200158,0.012595945679984255
2023-01-01 02:00:00,2023,1,1,6,2,pre-policy,weekend,True,False,False,4439,3.202678531200721,1.5782833971615229,13.345096493204174,13.773837749926749,0.21418644802632758,16.267405664560382,0.3840955170083352,0.09439062851993692,0.2903807163775625,0.23113313809416536,0.01644514530299617,0.0975444920027033,0.10340166704212661,0.782608695652174,113738.43,17.349504392881283,0.9871592701058797,0.012840729894120297
2023-01-01 03:00:00,2023,1,1,6,3,pre-policy,weekend,True,False,False,3359,3.3778594819886876,1.5013396844298899,13.040170685719957,14.627146702884358,0.20438816841718138,17.603916059771116,0.4426912771658232,0.06073236082167312,0.3209288478713903,0.17564751414111343,0.010419767788032152,0.07770169693361119,0.052396546591247393,0.8594819886871092,87703.47,17.885739803512948,0.9874962786543614,0.012503721345638583
2023-01-01 04:00:00,2023,1,1,6,4,pre-policy,weekend,True,False,False,2148,3.846247672253259,1.5065176908752327,13.308907510862818,15.864692029383106,0.18710421871245422,19.139227485920305,0.43435754189944137,0.037243947858473,0.3915270018621974,0.13687150837988826,0.0037243947858473,0.074487895716946,0.04236499068901303,0.8794227188081937,59944.93,19.557285847299816,0.9892923649906891,0.010707635009310988
2023-01-01 05:00:00,2023,1,1,6,5,pre-policy,weekend,True,False,False,981,5.078532110091743,1.438328236493374,14.108324838600069,18.723674801655598,0.15341836614893312,21.16830962894439,0.345565749235474,0.0417940876656473,0.38022426095820594,0.2324159021406728,0.010193679918450561,0.06422018348623854,0.04281345565749235,0.8827726809378186,32383.63,24.21875637104995,0.9867482161060143,0.013251783893985729
2023-01-01 06:00:00,2023,1,1,6,6,pre-policy,weekend,True,False,False,768,6.5005078124999995,1.48828125,14.700043402777778,22.598358120056066,0.15004287732461694,24.518826441775136,0.26171875000000006,0.09244791666666667,0.31640624999999994,0.3294270833333333,0.006510416666666667,0.09114583333333333,0.055989583333333336,0.8463541666666666,29221.870000000003,28.54604166666667,0.9908854166666666,0.009114583333333334
2023-01-01 07:00:00,2023,1,1,6,7,pre-policy,weekend,True,False,False,933,6.3443408360128615,1.4640943193997857,13.784190782422295,23.149390366774583,0.14211578497438565,24.820779839098673,0.2540192926045016,0.10610932475884244,0.24973204715969985,0.39013933547695606,0.00964630225080386,0.08038585209003216,0.06430868167202572,0.8456591639871383,34483.2,27.95699892818864,0.9796355841371919,0.020364415862808145
2023-01-01 08:00:00,2023,1,1,6,8,pre-policy,weekend,True,False,False,1062,6.004161958568738,1.4595103578154425,13.367231638418081,22.41226047292543,0.15891728790971021,25.954742345246487,0.2749529190207156,0.15160075329566855,0.18832391713747645,0.3851224105461394,0.01694915254237288,0.07721280602636535,0.08097928436911488,0.8248587570621468,38082.340000000004,26.71033898305085,0.9783427495291902,0.021657250470809793
2023-01-01 09:00:00,2023,1,1,6,9,pre-policy,weekend,True,False,False,1550,4.560929032258064,1.5096774193548388,11.854623655913981,19.21765676553089,0.16495853088102216,22.41390173476559,0.3258064516129032,0.1406451612903226,0.1735483870967742,0.36,0.025161290322580646,0.10064516129032258,0.08451612903225807,0.7896774193548387,45580.439999999995,21.260193548387093,0.9767741935483871,0.023225806451612905
2023-01-01 10:00:00,2023,1,1,6,10,pre-policy,weekend,True,False,False,2528,4.846815664556962,1.6111550632911393,12.453520569620252,19.302806960013378,0.16978600466479088,21.57809967726902,0.34098101265822783,0.16890822784810128,0.16099683544303797,0.3291139240506329,0.019382911392405063,0.0747626582278481,0.07871835443037975,0.8271360759493671,79430.87,22.61815664556962,0.9841772151898734,0.015822784810126583
2023-01-01 11:00:00,2023,1,1,6,11,pre-policy,weekend,True,False,False,3093,4.1234723569350145,1.6097639831878434,12.45040413837698,16.75885553856283,0.174960192023011,20.91161874086077,0.4047849983834465,0.15292596184933724,0.17394115745231167,0.26834788231490464,0.01842870999030068,0.09408341416100872,0.0863239573229874,0.8011639185257032,88064.45,20.399547365017785,0.9802780472033624,0.01972195279663757
2023-01-01 12:00:00,2023,1,1,6,12,pre-policy,weekend,True,False,False,3554,4.1417698368036024,1.6311198649409115,13.167004314387546,16.078186931373946,0.17503848847933212,19.953638725293647,0.3804164321890827,0.1606640405177265,0.1795160382667417,0.27940348902644907,0.024479459763646596,0.09341586944288126,0.09341586944288126,0.7886888013505908,103700.31999999999,20.89220596510974,0.9839617332583005,0.016038266741699492
2023-01-01 13:00:00,2023,1,1,6,13,pre-policy,weekend,True,False,False,3788,4.307299366420275,1.6248680042238648,14.358694121788101,15.237661525616906,0.17624961460384697,18.173345753426204,0.38938753959873285,0.1671066525871172,0.16446673706441395,0.279039070749736,0.020327349524815207,0.09134107708553327,0.09609292502639916,0.7922386483632524,114508.93000000001,21.793181098204858,0.9828405491024287,0.017159450897571277
2023-01-01 14:00:00,2023,1,1,6,14,pre-policy,weekend,True,False,False,4025,4.748173913043479,1.6203726708074535,16.766459627329198,14.433213273095298,0.17112709796489026,17.915462780007534,0.368944099378882,0.17217391304347826,0.1639751552795031,0.29490683229813663,0.019627329192546585,0.08869565217391304,0.0924223602484472,0.7992546583850931,131461.59,23.700116770186337,0.9848447204968944,0.01515527950310559
2023-01-01 15:00:00,2023,1,1,6,15,pre-policy,weekend,True,False,False,4104,4.700640838206628,1.6415692007797271,17.30934860298896,13.888481450684196,0.1702531797440812,16.688641620735314,0.3676900584795322,0.16861598440545808,0.16447368421052633,0.29922027290448344,0.017787524366471734,0.09551656920077972,0.09624756335282651,0.7904483430799221,133502.88,23.605307017543858,0.9788011695906432,0.021198830409356724
2023-01-01 16:00:00,2023,1,1,6,16,pre-policy,weekend,True,False,False,4045,4.694348578491965,1.6143386897404202,18.496979810465596,13.102926274663572,0.17615812772498046,14.676915496102101,0.3661310259579728,0.16514215080346106,0.1488257107540173,0.31990111248454883,0.018294190358467244,0.10259579728059333,0.10012360939431397,0.7789864029666255,133929.83000000002,24.15116687268232,0.9784919653893696,0.02150803461063041
2023-01-01 17:00:00,2023,1,1,6,17,pre-policy,weekend,True,False,False,3919,4.511074253636132,1.6029599387598876,17.97689886875904,13.137754075534481,0.1820829385340124,13.766027017705165,0.37152334779280427,0.16432763460066344,0.146976269456494,0.31717274815003826,0.02373054350599643,0.09619800969635112,0.10232202092370503,0.7777494258739475,126220.86,23.19377137024751,0.9834141362592498,0.01658586374075019
2023-01-01 18:00:00,2023,1,1,6,18,pre-policy,weekend,True,False,False,3554,4.346924592009004,1.5514912774338774,16.998841680735325,13.646892982902042,0.18284263384008803,13.819659949878993,0.3579065841305571,0.1502532357906584,0.15756893640967923,0.3342712436691052,0.023072594259988744,0.09707371975239167,0.11986494091164884,0.7599887450759707,111985.73000000001,22.65920090039392,0.9794597636465954,0.020540236353404615
2023-01-01 19:00:00,2023,1,1,6,19,pre-policy,weekend,True,False,False,3321,4.609713941583861,1.6034327009936766,16.577215698082906,14.54709381178518,0.17992728236808092,13.196568084249877,0.3821138211382114,0.14754591990364346,0.16410719662752182,0.3062330623306233,0.02077687443541102,0.10990665462210178,0.08611863896416742,0.7831978319783198,105528.16,22.992704004817824,0.978319783197832,0.02168021680216802
2023-01-01 20:00:00,2023,1,1,6,20,pre-policy,weekend,True,False,False,2786,4.491166547020818,1.5753768844221105,15.612395309882746,15.042976974140759,0.18783719941540597,13.70734397188335,0.3704235463029433,0.1518305814788227,0.15900933237616655,0.31873653984206746,0.023689877961234746,0.10050251256281408,0.09655419956927494,0.7792534099066762,89237.20999999999,22.443363244795407,0.9752333094041636,0.024766690595836326
2023-01-01 21:00:00,2023,1,1,6,21,pre-policy,weekend,True,False,False,2676,4.64205904334828,1.600523168908819,14.954328599900348,15.80184082188663,0.19000993024373752,14.440172706440569,0.3882660687593423,0.13079222720478326,0.18348281016442453,0.2974588938714499,0.013452914798206279,0.08931240657698057,0.06913303437967115,0.828101644245142,85605.13,22.35575485799701,0.9775784753363229,0.02242152466367713
